Customer_ID,Gender,Age,Region,Subscription_Type,Monthly_Charges,Tenure_Months,Total_Spend,Support_Tickets,Last_Login_Days,Payment_Method,Contract_Type,Join_Date,Churn,Customer_Lifetime_Value
CUST0276,Male,55,West,Basic,21,38,755,5,37,PayPal,Quarterly,31-07-2024,Yes,798
CUST0277,Male,37,South,Basic,11,15,171,0,34,UPI,Monthly,04-05-2024,Yes,165
CUST0278,Male,63,East,Basic,20,4,35,2,38,Credit Card,Yearly,22-12-2024,No,80
CUST0279,Female,41,West,Standard,48,7,372,4,21,UPI,Quarterly,20-05-2023,No,336
CUST0280,Female,29,East,Standard,58,40,2361,3,43,UPI,Quarterly,26-08-2024,No,2320
CUST0281,Male,26,North,Basic,22,37,772,2,39,Net Banking,Monthly,22-11-2023,No,814
CUST0282,Female,27,West,Basic,21,21,433,10,57,Credit Card,Monthly,01-04-2023,No,441
CUST0283,Female,34,South,Basic,21,17,334,0,4,Net Banking,Quarterly,31-01-2024,No,357
CUST0284,Male,49,West,Premium,94,7,730,9,42,Credit Card,Monthly,15-02-2025,No,658
CUST0285,Male,20,North,Basic,13,5,102,2,57,UPI,Monthly,20-01-2024,Yes,65
CUST0286,Male,56,North,Premium,115,2,290,10,11,Credit Card,Yearly,13-09-2024,No,230
CUST0287,Female,39,South,Basic,18,43,796,4,16,Credit Card,Monthly,09-04-2023,Yes,774
CUST0288,Male,41,West,Basic,25,13,299,0,14,Credit Card,Monthly,24-06-2023,No,325
CUST0289,Female,37,West,Standard,58,43,2511,1,42,UPI,Monthly,11-07-2024,Yes,2494
CUST0290,Male,29,North,Standard,44,17,755,4,37,UPI,Monthly,05-03-2023,Yes,748
CUST0291,Female,52,South,Standard,37,36,1297,6,53,Net Banking,Quarterly,19-06-2024,No,1332
CUST0292,Male,37,North,Basic,11,33,459,8,52,Net Banking,Yearly,08-08-2024,No,363
CUST0293,Female,29,South,Premium,83,13,1061,0,28,Debit Card,Monthly,22-03-2023,No,1079
CUST0294,Female,56,West,Basic,12,6,121,8,26,Credit Card,Yearly,19-07-2024,Yes,72
CUST0295,Male,62,North,Standard,43,8,400,2,10,PayPal,Quarterly,03-08-2024,No,344
CUST0296,Female,24,North,Standard,58,23,1389,4,25,Debit Card,Yearly,01-11-2024,No,1334
CUST0297,Male,35,West,Standard,51,45,2347,0,26,UPI,Quarterly,06-12-2023,No,2295
CUST0298,Male,41,South,Basic,19,20,401,7,55,UPI,Yearly,13-12-2024,No,380
CUST0299,Male,65,West,Standard,38,47,1842,9,42,Net Banking,Yearly,02-04-2023,Yes,1786
CUST0300,Male,51,South,Premium,102,11,1088,4,46,Debit Card,Yearly,02-06-2024,No,1122
CUST0301,Female,30,North,Premium,99,4,438,3,18,Credit Card,Monthly,13-01-2024,No,396
CUST0302,Female,33,North,Basic,15,31,565,8,23,UPI,Quarterly,19-12-2023,Yes,465
CUST0303,Male,19,North,Basic,16,15,247,10,14,Net Banking,Monthly,03-10-2023,No,240
CUST0304,Female,26,West,Standard,30,15,464,9,52,Net Banking,Quarterly,09-11-2023,No,450
CUST0305,Female,40,East,Standard,39,44,1799,9,26,UPI,Monthly,21-08-2024,Yes,1716
CUST0306,Female,61,South,Basic,18,41,771,4,17,Debit Card,Monthly,02-11-2024,No,738
CUST0307,Male,51,West,Standard,55,39,2198,10,21,UPI,Yearly,28-11-2024,Yes,2145
CUST0308,Male,34,West,Premium,117,3,450,9,53,UPI,Monthly,14-07-2023,Yes,351
CUST0309,Male,50,East,Basic,15,19,259,7,9,Credit Card,Monthly,28-01-2025,Yes,285
CUST0310,Male,32,West,Basic,19,27,547,5,17,Credit Card,Quarterly,22-08-2024,No,513
CUST0311,Female,58,West,Standard,32,31,991,8,8,Credit Card,Yearly,28-11-2024,Yes,992
CUST0312,Male,27,West,Basic,23,37,918,2,21,UPI,Monthly,02-01-2025,Yes,851
CUST0313,Male,58,West,Premium,73,1,138,4,14,Credit Card,Monthly,18-02-2025,No,73
CUST0314,Female,26,North,Standard,42,28,1248,6,1,UPI,Quarterly,08-02-2023,No,1176
CUST0315,Female,51,South,Basic,17,15,293,4,9,Credit Card,Quarterly,16-04-2023,No,255
CUST0316,Male,20,South,Basic,20,28,544,5,58,Net Banking,Monthly,16-05-2024,Yes,560
CUST0317,Male,19,West,Basic,14,14,151,9,33,UPI,Quarterly,23-06-2023,Yes,196
CUST0318,Male,52,West,Standard,31,43,1310,10,54,Net Banking,Quarterly,21-01-2023,Yes,1333
CUST0319,Female,42,South,Basic,14,14,148,4,27,Net Banking,Monthly,08-11-2024,Yes,196
CUST0320,Female,24,South,Standard,39,8,289,7,13,UPI,Quarterly,15-09-2024,Yes,312
CUST0321,Male,63,North,Standard,47,32,1507,7,22,PayPal,Monthly,29-08-2023,Yes,1504
CUST0322,Female,60,East,Standard,54,33,1751,1,58,UPI,Yearly,20-09-2023,No,1782
CUST0323,Male,47,North,Basic,11,19,251,10,21,Credit Card,Yearly,12-03-2024,No,209
CUST0324,Male,26,West,Standard,41,29,1207,1,24,Net Banking,Monthly,14-04-2025,Yes,1189
CUST0325,Male,47,North,Basic,25,27,667,1,9,Net Banking,Monthly,13-12-2024,No,675
CUST0326,Male,55,West,Standard,44,12,575,5,40,Net Banking,Quarterly,30-01-2023,No,528
CUST0327,Male,25,East,Premium,74,17,1288,0,46,PayPal,Monthly,25-11-2024,No,1258
CUST0328,Female,51,South,Standard,43,43,1862,7,23,PayPal,Quarterly,10-11-2024,No,1849
CUST0329,Female,57,East,Basic,15,33,565,7,56,Debit Card,Quarterly,19-06-2023,Yes,495
CUST0330,Female,39,West,Premium,84,36,3070,6,53,Credit Card,Monthly,29-08-2023,Yes,3024
CUST0331,Male,49,North,Standard,45,48,2114,1,26,PayPal,Monthly,27-02-2024,Yes,2160
CUST0332,Male,57,West,Standard,47,14,724,5,24,UPI,Yearly,25-04-2025,Yes,658
CUST0333,Male,53,North,Standard,52,43,2279,7,8,UPI,Quarterly,10-04-2023,No,2236
CUST0334,Male,40,West,Premium,88,36,3251,5,45,Debit Card,Yearly,19-04-2023,Yes,3168
CUST0335,Male,63,East,Standard,38,40,1520,3,8,Credit Card,Monthly,07-02-2024,Yes,1520
CUST0336,Female,44,North,Basic,13,29,444,10,38,PayPal,Quarterly,31-05-2024,Yes,377
CUST0337,Male,65,West,Basic,25,33,820,9,12,PayPal,Yearly,18-01-2025,No,825
CUST0338,Female,56,South,Premium,94,27,2551,4,26,Debit Card,Quarterly,18-12-2023,No,2538
CUST0339,Male,44,South,Standard,46,20,1010,5,46,Debit Card,Yearly,24-01-2025,No,920
CUST0340,Female,57,North,Standard,59,44,2579,10,12,UPI,Quarterly,30-05-2024,No,2596
CUST0341,Female,53,North,Standard,51,46,2402,10,48,PayPal,Quarterly,30-06-2024,Yes,2346
CUST0342,Male,24,East,Basic,11,13,161,2,19,Debit Card,Monthly,30-11-2024,Yes,143
CUST0343,Male,52,East,Basic,13,40,613,3,48,Credit Card,Yearly,24-10-2024,No,520
CUST0344,Female,42,South,Basic,20,36,683,0,48,UPI,Yearly,15-09-2023,Yes,720
CUST0345,Male,55,South,Standard,54,47,2537,4,29,Debit Card,Quarterly,01-07-2023,No,2538
CUST0346,Female,65,North,Standard,43,18,866,4,9,UPI,Monthly,14-06-2023,No,774
CUST0347,Female,47,North,Standard,34,21,677,10,40,UPI,Monthly,08-11-2024,Yes,714
CUST0348,Female,51,South,Basic,12,33,386,6,35,Debit Card,Monthly,03-07-2024,Yes,396
CUST0349,Male,60,North,Basic,16,40,725,7,36,UPI,Monthly,23-04-2025,No,640
CUST0350,Female,46,East,Basic,17,3,83,6,59,PayPal,Quarterly,26-03-2025,No,51
CUST0351,Male,64,East,Basic,21,33,773,7,32,PayPal,Yearly,14-02-2023,Yes,693
CUST0352,Male,23,West,Premium,119,35,4251,0,41,Credit Card,Monthly,09-03-2023,Yes,4165
CUST0353,Female,31,North,Standard,53,28,1452,10,10,Credit Card,Quarterly,25-01-2023,No,1484
CUST0354,Female,22,West,Basic,12,37,452,4,27,UPI,Quarterly,02-02-2024,No,444
CUST0355,Female,19,North,Basic,10,42,386,9,3,UPI,Monthly,18-12-2024,No,420
CUST0356,Male,61,South,Basic,24,25,651,10,2,Net Banking,Monthly,30-04-2024,Yes,600
CUST0357,Male,52,North,Basic,19,44,881,0,36,PayPal,Quarterly,22-07-2024,Yes,836
CUST0358,Male,56,South,Basic,12,20,243,5,14,Debit Card,Quarterly,27-02-2024,No,240
CUST0359,Female,32,North,Standard,33,12,491,0,55,UPI,Monthly,08-02-2025,No,396
CUST0360,Female,60,North,Basic,25,22,591,2,43,Debit Card,Monthly,02-11-2024,Yes,550
CUST0361,Female,38,West,Standard,51,20,1119,2,37,Debit Card,Monthly,03-08-2024,Yes,1020
CUST0362,Female,18,West,Basic,23,18,456,2,44,Net Banking,Quarterly,20-01-2025,Yes,414
CUST0363,Male,40,East,Standard,33,12,366,4,55,Credit Card,Monthly,26-04-2025,Yes,396
CUST0364,Male,64,East,Basic,10,38,478,6,50,PayPal,Monthly,27-08-2024,Yes,380
CUST0365,Male,52,West,Standard,41,26,1073,9,47,UPI,Quarterly,25-10-2023,Yes,1066
CUST0366,Male,50,West,Basic,15,33,480,7,11,UPI,Monthly,03-07-2023,Yes,495
CUST0367,Female,20,West,Basic,12,17,248,3,3,Net Banking,Monthly,15-11-2024,Yes,204
CUST0368,Female,47,South,Premium,111,21,2307,8,41,Net Banking,Monthly,29-04-2025,Yes,2331
CUST0369,Female,59,East,Basic,12,34,422,6,59,Net Banking,Quarterly,17-08-2023,No,408
CUST0370,Male,48,South,Premium,78,29,2254,3,5,Debit Card,Monthly,10-06-2024,No,2262
CUST0371,Female,28,West,Basic,13,43,567,6,52,Net Banking,Quarterly,05-12-2023,No,559
CUST0372,Male,31,North,Standard,43,2,98,0,9,PayPal,Quarterly,10-08-2024,No,86
CUST0373,Female,27,North,Basic,15,34,563,9,37,Debit Card,Monthly,14-10-2024,Yes,510
CUST0374,Male,46,East,Standard,45,11,501,6,39,Debit Card,Monthly,27-05-2023,No,495
CUST0375,Male,64,South,Standard,49,38,1829,3,25,PayPal,Yearly,30-01-2024,Yes,1862
CUST0376,Male,50,North,Standard,49,7,338,7,58,Net Banking,Yearly,21-09-2024,No,343
CUST0377,Female,60,South,Basic,10,44,500,8,27,Net Banking,Quarterly,15-01-2024,No,440
CUST0378,Male,42,East,Basic,13,28,348,4,31,PayPal,Yearly,23-02-2025,Yes,364
CUST0379,Female,52,South,Standard,52,48,2447,9,34,UPI,Monthly,01-05-2023,Yes,2496
CUST0380,Female,44,South,Basic,18,17,393,6,37,Net Banking,Monthly,10-01-2024,No,306
CUST0381,Female,53,South,Standard,41,36,1568,7,17,Credit Card,Monthly,11-11-2023,Yes,1476
CUST0382,Male,65,South,Basic,15,7,109,8,26,Net Banking,Quarterly,15-03-2025,Yes,105
CUST0383,Male,58,North,Basic,14,31,495,1,5,Net Banking,Monthly,27-09-2023,Yes,434
CUST0384,Male,43,East,Standard,52,39,1992,2,41,Debit Card,Quarterly,21-05-2024,No,2028
CUST0385,Male,20,South,Standard,52,15,773,10,3,Credit Card,Quarterly,04-01-2024,Yes,780
CUST0386,Male,35,North,Standard,42,26,1192,3,34,PayPal,Monthly,16-01-2023,No,1092
CUST0387,Female,36,West,Standard,48,23,1142,4,15,PayPal,Quarterly,12-09-2024,No,1104
CUST0388,Female,18,East,Basic,13,36,436,8,19,Net Banking,Monthly,15-12-2023,No,468
CUST0389,Female,42,North,Standard,54,22,1255,10,30,UPI,Quarterly,23-08-2024,No,1188
CUST0390,Male,22,East,Basic,17,44,756,5,27,Debit Card,Quarterly,28-12-2023,No,748
CUST0391,Female,36,South,Basic,20,5,191,2,31,Debit Card,Quarterly,18-11-2023,Yes,100
CUST0392,Female,49,South,Standard,37,17,631,3,13,Credit Card,Monthly,13-09-2023,No,629
CUST0393,Female,25,West,Premium,112,32,3535,8,3,PayPal,Quarterly,08-05-2024,No,3584
CUST0394,Male,35,West,Standard,59,33,1968,6,15,Net Banking,Yearly,07-02-2025,No,1947
CUST0395,Male,52,South,Basic,15,30,430,8,30,Net Banking,Monthly,20-11-2023,No,450
CUST0396,Female,55,East,Basic,18,12,306,4,16,Debit Card,Monthly,03-10-2023,No,216
CUST0397,Male,49,South,Standard,54,24,1339,6,18,Credit Card,Monthly,06-04-2024,Yes,1296
CUST0398,Male,64,South,Basic,23,25,575,2,52,Net Banking,Monthly,26-01-2025,Yes,575
CUST0399,Male,49,South,Basic,20,32,666,4,36,Credit Card,Yearly,04-08-2024,Yes,640
CUST0400,Female,31,East,Premium,110,7,835,5,17,Credit Card,Monthly,05-01-2024,No,770
CUST0401,Female,44,East,Basic,16,37,689,10,42,UPI,Yearly,05-07-2024,Yes,592
CUST0402,Male,61,South,Standard,44,6,311,9,19,UPI,Quarterly,19-04-2024,No,264
CUST0403,Female,44,East,Standard,57,5,255,2,22,PayPal,Quarterly,22-08-2023,Yes,285
CUST0404,Male,59,South,Basic,21,48,1108,8,29,Debit Card,Yearly,28-02-2024,Yes,1008
CUST0405,Female,60,North,Basic,12,14,160,6,7,Credit Card,Quarterly,08-04-2023,Yes,168
CUST0406,Male,43,East,Standard,33,17,550,1,42,Net Banking,Yearly,04-02-2024,Yes,561
CUST0407,Female,58,East,Basic,15,2,-12,10,23,PayPal,Quarterly,30-11-2023,No,30
CUST0408,Female,46,East,Basic,15,38,636,10,48,UPI,Yearly,13-10-2024,No,570
CUST0409,Male,48,South,Standard,44,20,923,6,17,UPI,Yearly,09-06-2023,No,880
CUST0410,Female,36,South,Standard,59,32,1960,4,1,Credit Card,Monthly,23-02-2025,No,1888
CUST0411,Female,53,South,Basic,23,26,611,2,46,UPI,Monthly,24-01-2025,No,598
CUST0412,Female,23,West,Standard,54,40,2179,4,42,Debit Card,Monthly,30-01-2025,Yes,2160
CUST0413,Female,22,North,Basic,24,40,1025,4,45,Debit Card,Monthly,29-09-2024,Yes,960
CUST0414,Male,21,North,Premium,76,19,1462,2,46,Debit Card,Monthly,24-03-2024,No,1444
CUST0415,Male,18,South,Standard,39,32,1293,7,45,Credit Card,Monthly,21-03-2025,Yes,1248
CUST0416,Male,35,South,Standard,45,12,539,4,53,Net Banking,Monthly,26-01-2024,No,540
CUST0417,Female,46,East,Basic,16,30,454,8,43,Debit Card,Yearly,02-08-2023,Yes,480
CUST0418,Female,58,North,Standard,47,34,1579,4,31,Debit Card,Quarterly,15-10-2024,Yes,1598
CUST0419,Male,25,North,Basic,10,11,130,9,8,PayPal,Monthly,10-02-2024,No,110
CUST0420,Female,62,North,Standard,41,6,259,2,32,Credit Card,Quarterly,04-04-2023,No,246
CUST0421,Female,40,West,Standard,55,7,367,7,15,Debit Card,Quarterly,21-11-2023,No,385
CUST0422,Female,19,South,Standard,34,17,538,7,46,PayPal,Monthly,24-03-2024,Yes,578
CUST0423,Female,29,East,Standard,44,18,883,2,5,PayPal,Monthly,27-06-2024,Yes,792
CUST0424,Male,41,East,Standard,46,25,1147,0,40,Credit Card,Quarterly,08-01-2024,No,1150
CUST0425,Female,60,East,Premium,82,34,2865,8,10,Credit Card,Yearly,19-09-2024,Yes,2788
CUST0426,Male,24,North,Standard,56,9,499,0,13,PayPal,Monthly,20-04-2023,No,504
CUST0427,Male,59,North,Premium,103,40,4135,0,24,Debit Card,Quarterly,15-08-2023,No,4120
CUST0428,Female,59,East,Standard,32,30,925,5,36,Credit Card,Yearly,31-01-2025,No,960
CUST0429,Male,57,West,Basic,12,20,209,3,34,Debit Card,Monthly,10-04-2023,Yes,240
CUST0430,Female,30,West,Standard,50,12,692,8,27,Net Banking,Monthly,03-02-2025,Yes,600
CUST0431,Female,24,East,Basic,22,33,762,10,11,UPI,Monthly,30-06-2024,No,726
CUST0432,Male,53,West,Premium,93,27,2571,5,39,PayPal,Monthly,04-09-2023,No,2511
CUST0433,Male,65,East,Basic,24,26,574,0,19,Credit Card,Yearly,02-09-2024,Yes,624
CUST0434,Male,37,North,Premium,90,2,200,8,33,Credit Card,Monthly,23-07-2024,Yes,180
CUST0435,Female,47,South,Basic,21,38,811,3,17,Credit Card,Monthly,10-04-2025,Yes,798
CUST0436,Female,64,North,Basic,25,45,1222,1,39,Credit Card,Monthly,19-10-2024,Yes,1125
CUST0437,Female,39,North,Basic,23,8,192,10,55,UPI,Yearly,08-09-2024,No,184
CUST0438,Female,51,West,Basic,14,21,372,3,10,PayPal,Quarterly,21-02-2023,No,294
CUST0439,Male,54,West,Standard,39,26,1001,2,22,UPI,Monthly,26-03-2023,No,1014
CUST0440,Male,23,South,Basic,14,9,199,8,13,Debit Card,Monthly,14-05-2024,Yes,126
CUST0441,Female,22,North,Basic,12,8,151,6,24,UPI,Monthly,23-12-2023,Yes,96
CUST0442,Female,28,South,Premium,98,40,3907,7,3,Credit Card,Quarterly,17-04-2025,Yes,3920
CUST0443,Female,25,West,Standard,49,10,513,0,22,Net Banking,Monthly,11-12-2024,No,490
CUST0444,Male,19,North,Basic,16,14,313,8,49,Net Banking,Quarterly,22-09-2023,Yes,224
CUST0445,Female,55,North,Premium,86,11,911,4,13,Net Banking,Quarterly,19-03-2025,No,946
CUST0446,Female,59,South,Premium,112,18,2058,1,2,Net Banking,Monthly,27-10-2023,No,2016
CUST0447,Female,50,North,Premium,90,32,2966,1,12,Credit Card,Monthly,23-07-2023,No,2880
CUST0448,Female,33,South,Premium,101,26,2616,0,23,PayPal,Monthly,01-12-2024,No,2626
CUST0449,Female,35,South,Premium,94,2,280,4,15,Credit Card,Quarterly,05-06-2023,No,188
CUST0450,Female,64,West,Basic,17,27,470,9,10,PayPal,Yearly,12-03-2024,No,459
CUST0451,Male,26,South,Basic,16,9,173,8,59,UPI,Monthly,19-05-2023,Yes,144
CUST0452,Female,22,West,Standard,33,12,427,2,47,UPI,Yearly,31-01-2023,No,396
CUST0453,Male,46,North,Standard,50,48,2420,2,50,PayPal,Yearly,12-07-2023,Yes,2400
CUST0454,Female,57,South,Basic,17,39,672,3,44,PayPal,Quarterly,27-01-2023,No,663
CUST0455,Male,56,West,Standard,35,25,950,7,9,Credit Card,Quarterly,17-06-2023,Yes,875
CUST0456,Female,35,East,Premium,112,13,1458,1,12,Net Banking,Monthly,25-03-2024,No,1456
CUST0457,Male,33,North,Standard,49,48,2399,5,26,Net Banking,Quarterly,18-09-2024,No,2352
CUST0458,Male,47,South,Premium,85,34,2977,6,48,UPI,Monthly,10-02-2023,No,2890
CUST0459,Male,46,West,Basic,19,30,562,6,19,Net Banking,Monthly,19-09-2024,No,570
CUST0460,Male,23,South,Standard,54,38,2141,2,26,Net Banking,Monthly,28-02-2024,Yes,2052
CUST0461,Male,55,North,Premium,99,6,608,5,45,Credit Card,Yearly,26-10-2024,No,594
CUST0462,Female,25,North,Standard,32,34,1136,8,40,Debit Card,Quarterly,13-06-2023,Yes,1088
CUST0463,Female,39,East,Standard,34,11,361,2,50,Net Banking,Quarterly,30-12-2024,Yes,374
CUST0464,Female,36,West,Standard,34,13,392,9,49,PayPal,Monthly,17-09-2023,Yes,442
CUST0465,Male,18,South,Standard,36,38,1439,7,27,PayPal,Monthly,28-03-2024,Yes,1368
CUST0466,Male,35,South,Standard,56,14,746,2,10,Credit Card,Quarterly,26-02-2023,No,784
CUST0467,Female,60,South,Standard,40,6,202,1,27,Net Banking,Quarterly,02-07-2023,Yes,240
CUST0468,Female,65,North,Standard,32,20,672,5,58,UPI,Yearly,24-01-2024,No,640
CUST0469,Male,48,North,Basic,18,22,480,6,34,PayPal,Quarterly,03-08-2023,No,396
CUST0470,Female,64,South,Premium,75,31,2348,6,39,PayPal,Quarterly,21-11-2023,No,2325
CUST0471,Male,54,North,Standard,45,32,1436,9,15,Credit Card,Quarterly,26-12-2024,Yes,1440
CUST0472,Male,19,North,Standard,53,14,798,6,3,Debit Card,Quarterly,08-12-2023,No,742
CUST0473,Female,62,East,Basic,19,20,459,8,21,Net Banking,Quarterly,24-02-2025,Yes,380
CUST0474,Female,64,West,Standard,56,12,671,5,54,Credit Card,Yearly,13-12-2023,No,672
CUST0475,Male,59,East,Basic,24,35,875,7,51,PayPal,Monthly,13-04-2025,Yes,840
CUST0476,Female,64,North,Standard,30,14,517,10,22,Debit Card,Quarterly,29-03-2025,No,420
CUST0477,Male,35,East,Premium,94,41,3940,2,37,UPI,Monthly,12-09-2024,Yes,3854
CUST0478,Female,63,South,Basic,25,16,445,7,54,Credit Card,Monthly,06-11-2023,Yes,400
CUST0479,Male,41,South,Standard,59,6,417,8,2,UPI,Quarterly,29-03-2025,No,354
CUST0480,Male,48,South,Standard,54,21,1120,1,53,Credit Card,Quarterly,12-06-2024,No,1134
CUST0481,Female,47,West,Basic,13,1,42,0,44,Credit Card,Yearly,31-08-2024,No,13
CUST0482,Male,24,East,Standard,39,2,175,4,41,UPI,Quarterly,03-08-2023,Yes,78
CUST0483,Male,52,South,Basic,13,18,222,2,18,PayPal,Monthly,28-04-2023,Yes,234
CUST0484,Female,40,West,Standard,60,46,2782,9,16,Credit Card,Monthly,25-06-2023,Yes,2760
CUST0485,Female,26,East,Basic,11,7,125,0,6,UPI,Yearly,12-03-2024,No,77
CUST0486,Female,39,North,Premium,112,35,3890,7,37,Net Banking,Quarterly,15-05-2023,Yes,3920
CUST0487,Female,37,West,Standard,44,31,1373,3,10,Debit Card,Quarterly,23-09-2024,No,1364
CUST0488,Female,62,West,Premium,90,30,2774,0,5,Debit Card,Monthly,01-05-2024,Yes,2700
CUST0489,Female,36,North,Standard,34,33,1098,6,53,UPI,Quarterly,01-01-2025,No,1122
CUST0490,Female,52,South,Standard,37,40,1492,8,11,PayPal,Quarterly,08-05-2024,Yes,1480
CUST0491,Female,45,North,Standard,55,22,1299,3,12,PayPal,Monthly,09-11-2024,No,1210
CUST0492,Female,56,East,Standard,56,29,1619,4,26,Net Banking,Quarterly,13-03-2023,No,1624
CUST0493,Male,59,West,Standard,56,9,602,10,52,PayPal,Monthly,01-01-2023,No,504
CUST0494,Female,36,West,Basic,16,14,255,4,37,UPI,Quarterly,24-03-2025,No,224
CUST0495,Male,23,North,Standard,46,26,1178,4,4,PayPal,Quarterly,14-01-2024,No,1196
CUST0496,Female,40,West,Basic,10,16,220,9,26,Net Banking,Monthly,02-10-2024,Yes,160
CUST0497,Male,45,East,Standard,45,9,403,8,25,Debit Card,Quarterly,04-01-2024,No,405
CUST0498,Female,26,West,Basic,14,47,732,10,28,PayPal,Quarterly,20-05-2023,Yes,658
CUST0499,Male,45,West,Standard,43,36,1613,6,23,Debit Card,Monthly,20-08-2023,Yes,1548
CUST0500,Female,63,North,Standard,47,37,1782,0,3,PayPal,Monthly,04-08-2024,No,1739
CUST0501,Male,48,South,Premium,116,47,5536,4,30,Net Banking,Monthly,13-06-2024,Yes,5452
CUST0502,Female,58,North,Standard,32,44,1496,9,20,Net Banking,Yearly,19-09-2024,Yes,1408
CUST0503,Male,47,East,Standard,53,22,1223,5,52,PayPal,Monthly,29-10-2023,Yes,1166
CUST0504,Male,34,East,Basic,15,37,518,10,19,Net Banking,Monthly,08-04-2025,No,555
CUST0505,Male,23,North,Basic,18,17,289,9,18,PayPal,Monthly,09-10-2023,No,306
CUST0506,Female,29,South,Premium,112,29,3292,2,17,PayPal,Quarterly,12-03-2025,No,3248
CUST0507,Male,20,West,Basic,14,39,535,7,49,Debit Card,Monthly,27-02-2024,No,546
CUST0508,Female,31,East,Standard,31,42,1319,1,4,Net Banking,Yearly,21-06-2023,No,1302
CUST0509,Female,65,North,Premium,84,25,2149,7,17,UPI,Yearly,29-05-2023,No,2100
CUST0510,Female,46,East,Basic,11,7,163,10,23,UPI,Monthly,18-03-2024,No,77
CUST0511,Male,35,East,Premium,107,26,2850,10,48,Debit Card,Monthly,05-09-2023,No,2782
CUST0512,Female,38,East,Standard,56,5,233,6,7,Debit Card,Quarterly,21-06-2024,Yes,280
CUST0513,Male,64,North,Basic,10,40,373,0,39,Credit Card,Monthly,03-11-2024,No,400
CUST0514,Female,23,East,Premium,112,42,4798,2,58,Net Banking,Monthly,24-04-2023,No,4704
CUST0515,Male,60,West,Premium,87,28,2468,4,11,Net Banking,Quarterly,10-03-2025,Yes,2436
CUST0516,Male,39,West,Premium,86,12,1094,1,32,Credit Card,Monthly,25-07-2023,No,1032
CUST0517,Male,27,North,Standard,49,42,2035,7,46,PayPal,Monthly,23-09-2023,Yes,2058
CUST0518,Female,64,West,Basic,25,10,200,0,43,PayPal,Monthly,04-02-2024,Yes,250
CUST0519,Male,18,South,Standard,45,31,1456,6,55,Credit Card,Yearly,15-01-2025,No,1395
CUST0520,Female,42,West,Premium,100,8,895,8,60,Credit Card,Yearly,03-01-2024,Yes,800
CUST0521,Female,58,South,Premium,93,35,3292,1,54,Debit Card,Quarterly,15-04-2024,No,3255
CUST0522,Male,53,West,Basic,16,20,369,1,41,Debit Card,Monthly,06-12-2024,Yes,320
CUST0523,Female,26,West,Basic,17,32,593,1,51,Credit Card,Monthly,07-07-2024,No,544
CUST0524,Female,20,South,Basic,11,26,266,3,52,PayPal,Monthly,31-10-2024,No,286
CUST0525,Male,32,North,Premium,79,32,2482,7,59,Debit Card,Monthly,25-09-2024,Yes,2528
CUST0526,Male,58,West,Basic,13,30,383,9,5,PayPal,Monthly,17-04-2025,No,390
CUST0527,Male,57,East,Basic,23,22,558,5,8,Debit Card,Yearly,01-12-2024,No,506
CUST0528,Male,20,West,Standard,33,18,580,6,11,Debit Card,Monthly,14-12-2024,Yes,594
CUST0529,Male,55,East,Basic,22,11,196,7,6,Net Banking,Monthly,07-01-2023,Yes,242
CUST0530,Female,62,South,Premium,114,9,1028,2,41,Debit Card,Quarterly,05-10-2023,No,1026
CUST0531,Female,57,North,Standard,52,32,1636,10,53,PayPal,Quarterly,12-03-2025,Yes,1664
CUST0532,Male,33,East,Basic,13,40,562,8,33,Credit Card,Yearly,13-08-2023,Yes,520
CUST0533,Female,30,East,Basic,25,32,795,2,43,Debit Card,Monthly,14-02-2023,Yes,800
CUST0534,Male,45,West,Basic,24,3,48,0,60,PayPal,Quarterly,04-07-2024,Yes,72
CUST0535,Female,25,South,Basic,24,38,1010,5,27,Credit Card,Monthly,23-07-2023,No,912
CUST0536,Male,38,West,Basic,23,13,345,3,5,Debit Card,Monthly,27-04-2024,No,299
CUST0537,Female,31,South,Premium,94,24,2240,7,47,UPI,Monthly,18-07-2023,Yes,2256
CUST0538,Female,26,South,Basic,18,9,140,7,30,UPI,Quarterly,04-03-2024,Yes,162
CUST0539,Female,56,South,Basic,15,37,646,3,6,PayPal,Quarterly,26-02-2024,No,555
CUST0540,Male,48,North,Premium,116,28,3261,3,21,Net Banking,Monthly,20-03-2024,No,3248
CUST0541,Male,20,West,Basic,11,28,393,6,31,Net Banking,Monthly,09-04-2025,No,308
CUST0542,Male,33,North,Basic,23,14,305,5,19,Net Banking,Quarterly,02-09-2023,No,322
CUST0543,Female,60,West,Basic,10,30,368,2,56,Credit Card,Quarterly,21-12-2024,No,300
CUST0544,Male,58,North,Basic,20,34,638,4,28,PayPal,Yearly,09-02-2025,No,680
CUST0545,Male,39,East,Standard,60,44,2683,0,8,UPI,Monthly,28-01-2024,Yes,2640
CUST0546,Female,29,South,Standard,47,46,2164,2,22,Debit Card,Quarterly,02-09-2023,No,2162
CUST0547,Male,38,West,Basic,23,18,377,1,24,PayPal,Monthly,20-12-2023,No,414
CUST0548,Male,61,South,Premium,98,40,3964,10,45,Net Banking,Yearly,08-04-2025,No,3920
CUST0549,Female,23,South,Basic,19,5,72,2,18,Debit Card,Yearly,25-04-2023,No,95
CUST0550,Male,51,East,Premium,96,44,4312,2,31,Debit Card,Monthly,22-12-2023,Yes,4224
